"find_number","material_category","material","feature_number","start_date","end_date","level_1_of_the_functional_classification","level_2_of_the_functional_classification","minimum_level_height","maximum_level_height","avg_level_height","material_simplified"
"NZD1.00466MTL119","MTL","metal: brass","777",1400,1900,"Not classified",NULL,-8.41,-10.42,-9.415,"metal: brass"
"NZD1.00466MTL120","MTL","metal: brass","777",1400,1800,"Not classified",NULL,-8.41,-10.42,-9.415,"metal: brass"
"NZD1.00466MTL161","MTL","metal: brass","777",1553,1584,"Communication & Exchange","Exchange, profane: jeton",-8.41,-10.42,-9.415,"metal: brass"
"NZD1.00466MTL165","MTL","metal: brass","777",1515,1559,"Communication & Exchange","Exchange, profane: jeton",-8.41,-10.42,-9.415,"metal: brass"
"NZD1.00467MTL002","MTL","metal: brass","777",1400,1700,"Personal Artefacts & Clothing","Garment fastener",-8.6,-10.42,-9.51,"metal: brass"
"NZD1.00467MTL003","MTL","metal: brass","777",1400,1600,"Personal Artefacts & Clothing","Belt clasps and mounts",-8.6,-10.42,-9.51,"metal: brass"
"NZD1.00468MTL010","MTL","metal: brass","777",1200,1700,"Not classified",NULL,-8.6,-10.42,-9.51,"metal: brass"
"NZD1.00468MTL011","MTL","metal: brass","777",1500,1600,"Personal Artefacts & Clothing","Garment fastener",-8.6,-10.42,-9.51,"metal: brass"
"NZD1.00468MTL012","MTL","metal: brass","777",1400,1600,"Personal Artefacts & Clothing","Belt clasps and mounts",-8.6,-10.42,-9.51,"metal: brass"
"NZD1.00468MTL013","MTL","metal: brass","777",1800,1950,"Interiors & Accessories","Furniture: furniture fittings",-8.6,-10.42,-9.51,"metal: brass"
"NZD1.00468MTL015","MTL","metal: brass","777",1300,1500,"Personal Artefacts & Clothing","Personal care: ear care",-8.6,-10.42,-9.51,"metal: brass"
"NZD1.00468MTL017","MTL","metal: brass","777",1400,1700,"Personal Artefacts & Clothing","Garment fastener",-8.6,-10.42,-9.51,"metal: brass"
"NZD1.00468MTL018","MTL","metal: brass","777",1400,1700,"Personal Artefacts & Clothing","Garment fastener",-8.6,-10.42,-9.51,"metal: brass"
"NZD1.00468MTL019","MTL","metal: brass","777",1575,1650,"Personal Artefacts & Clothing","Body adornment",-8.6,-10.42,-9.51,"metal: brass"
"NZD1.00468MTL020","MTL","metal: brass","777",1400,1700,"Craft & Industry","Tools, general: sewing",-8.6,-10.42,-9.51,"metal: brass"
"NZD1.00468MTL024","MTL","metal: brass","777",1875,1925,"Personal Artefacts & Clothing","Garment fastener",-8.6,-10.42,-9.51,"metal: brass"
"NZD1.00468MTL030","MTL","metal: brass","777",1500,1900,"Not classified",NULL,-8.6,-10.42,-9.51,"metal: brass"
"NZD1.00468MTL036","MTL","metal: brass","777",1500,1650,"Personal Artefacts & Clothing","Belt clasps and mounts",-8.6,-10.42,-9.51,"metal: brass"
"NZD1.00468MTL050","MTL","metal: brass","777",1300,1500,"Personal Artefacts & Clothing","Personal care: ear care",-8.6,-10.42,-9.51,"metal: brass"
"NZD1.00468MTL051","MTL","metal: brass","777",1300,1500,"Personal Artefacts & Clothing","Personal care: ear care",-8.6,-10.42,-9.51,"metal: brass"
"NZD1.00468MTL057","MTL","metal: brass","777",50,200,"Natural & Pre-Urban Environment","Landscape: Holocene (River Amstel: 1100 BC-present)",-8.6,-10.42,-9.51,"metal: brass"
"NZD1.00468MTL058","MTL","metal: brass","777",1400,1600,"Personal Artefacts & Clothing","Personal care: toilet set",-8.6,-10.42,-9.51,"metal: brass"
"NZD1.00468MTL059","MTL","metal: brass","777",1600,1800,"Arms & Armour","Ammunition: accessories and tools",-8.6,-10.42,-9.51,"metal: brass"
"NZD1.00468MTL060","MTL","metal: brass","777",1700,1800,"Arms & Armour","Hilted weapons: scabbards",-8.6,-10.42,-9.51,"metal: brass"
"NZD1.00468MTL061","MTL","metal: brass","777",1500,1900,"Not classified",NULL,-8.6,-10.42,-9.51,"metal: brass"
"NZD1.00468MTL062","MTL","metal: brass","777",1400,1700,"Not classified",NULL,-8.6,-10.42,-9.51,"metal: brass"
"NZD1.00468MTL076","MTL","metal: brass","777",1575,1650,"Interiors & Accessories","Fittings for interior furnishing",-8.6,-10.42,-9.51,"metal: brass"
"NZD1.00468MTL077","MTL","metal: brass","777",1575,1650,"Personal Artefacts & Clothing","Garment fastener",-8.6,-10.42,-9.51,"metal: brass"
"NZD1.00468MTL078","MTL","metal: brass","777",1575,1650,"Personal Artefacts & Clothing","Garment fastener",-8.6,-10.42,-9.51,"metal: brass"
"NZD1.00468MTL079","MTL","metal: brass","777",1575,1650,"Personal Artefacts & Clothing","Garment fastener",-8.6,-10.42,-9.51,"metal: brass"
"NZD1.00468MTL080","MTL","metal: brass","777",1400,1900,"Not classified",NULL,-8.6,-10.42,-9.51,"metal: brass"
"NZD1.00468MTL081","MTL","metal: brass","777",1400,1900,"Not classified",NULL,-8.6,-10.42,-9.51,"metal: brass"
"NZD1.00468MTL109","MTL","metal: brass","777",1550,1585,"Communication & Exchange","Exchange, profane: jeton",-8.6,-10.42,-9.51,"metal: brass"
"NZD1.00468MTL116","MTL","metal: brass","777",1800,1950,"Interiors & Accessories","Hook",-8.6,-10.42,-9.51,"metal: brass"
"NZD1.00468MTL117","MTL","metal: brass","777",1910,1920,"Science & Technology","Measuring: time",-8.6,-10.42,-9.51,"metal: brass"
"NZD1.00468MTL118","MTL","metal: brass","777",1600,1900,"Interiors & Accessories","Furniture",-8.6,-10.42,-9.51,"metal: brass"
"NZD1.00469MTL007","MTL","metal: brass","777",1550,1650,"Not classified",NULL,-8.6,-10.42,-9.51,"metal: brass"
"NZD1.00469MTL008","MTL","metal: brass","777",1400,1900,"Not classified",NULL,-8.6,-10.42,-9.51,"metal: brass"
"NZD1.00469MTL009","MTL","metal: brass","777",1400,1600,"Personal Artefacts & Clothing","Belt clasps and mounts",-8.6,-10.42,-9.51,"metal: brass"
"NZD1.00469MTL010","MTL","metal: brass","777",1575,1650,"Personal Artefacts & Clothing","Garment fastener",-8.6,-10.42,-9.51,"metal: brass"
"NZD1.00469MTL012","MTL","metal: brass","777",1575,1650,"Personal Artefacts & Clothing","Belt clasps and mounts",-8.6,-10.42,-9.51,"metal: brass"
"NZD1.00469MTL013","MTL","metal: brass","777",1300,1500,"Personal Artefacts & Clothing","Personal care: ear care",-8.6,-10.42,-9.51,"metal: brass"
"NZD1.00469MTL015","MTL","metal: brass","777",1450,1500,"Craft & Industry","Tools, general: sewing",-8.6,-10.42,-9.51,"metal: brass"
"NZD1.00469MTL016","MTL","metal: brass","777",1400,1700,"Craft & Industry","Tools, general: sewing",-8.6,-10.42,-9.51,"metal: brass"
"NZD1.00469MTL017","MTL","metal: brass","777",1400,1700,"Personal Artefacts & Clothing","Garment fastener",-8.6,-10.42,-9.51,"metal: brass"
"NZD1.00469MTL019","MTL","metal: brass","777",1500,1650,"Personal Artefacts & Clothing","Body adornment",-8.6,-10.42,-9.51,"metal: brass"
"NZD1.00469MTL020","MTL","metal: brass","777",1400,1600,"Science & Technology","Measuring: weight",-8.6,-10.42,-9.51,"metal: brass"
"NZD1.00469MTL021","MTL","metal: brass","777",1900,2005,"Interiors & Accessories","Latches: key",-8.6,-10.42,-9.51,"metal: brass"
"NZD1.00469MTL029","MTL","metal: brass","777",1550,1800,"Science & Technology","Measuring: weight",-8.6,-10.42,-9.51,"metal: brass"
"NZD1.00469MTL030","MTL","metal: brass","777",1400,1700,"Personal Artefacts & Clothing","Body adornment",-8.6,-10.42,-9.51,"metal: brass"
"NZD1.00469MTL031","MTL","metal: brass","777",1900,2000,"Personal Artefacts & Clothing","Body adornment",-8.6,-10.42,-9.51,"metal: brass"
"NZD1.00469MTL040","MTL","metal: brass","777",1400,1700,"Craft & Industry","Tools, general: sewing",-8.6,-10.42,-9.51,"metal: brass"
"NZD1.00469MTL041","MTL","metal: brass","777",1400,1700,"Personal Artefacts & Clothing","Garment fastener",-8.6,-10.42,-9.51,"metal: brass"
"NZD1.00469MTL049","MTL","metal: brass","777",1450,1600,"Personal Artefacts & Clothing","Belt clasps and mounts",-8.6,-10.42,-9.51,"metal: brass"
"NZD1.00469MTL050","MTL","metal: brass","777",1575,1700,"Personal Artefacts & Clothing","Belt clasps and mounts",-8.6,-10.42,-9.51,"metal: brass"
"NZD1.00469MTL056","MTL","metal: brass","777",1400,1600,"Communication & Exchange","Exchange, religious: accessories",-8.6,-10.42,-9.51,"metal: brass"
"NZD1.00469MTL057","MTL","metal: brass","777",1500,1900,"Craft & Industry","Materials of metal working",-8.6,-10.42,-9.51,"metal: brass"
"NZD1.00469MTL058","MTL","metal: brass","777",1400,1600,"Food Processing & Consumption","Food preparation: cooking - and hearth utensils",-8.6,-10.42,-9.51,"metal: brass"
"NZD1.00469MTL059","MTL","metal: brass","777",1500,1700,"Buildings & Structures","Fastenings for wood: staple",-8.6,-10.42,-9.51,"metal: brass"
"NZD1.00469MTL060","MTL","metal: brass","777",1500,1600,"Not classified",NULL,-8.6,-10.42,-9.51,"metal: brass"
"NZD1.00469MTL061","MTL","metal: brass","777",1500,1900,"Craft & Industry","Materials of metal working",-8.6,-10.42,-9.51,"metal: brass"
"NZD1.00469MTL063","MTL","metal: brass","777",1700,1900,"Interiors & Accessories","Locks: latches",-8.6,-10.42,-9.51,"metal: brass"
"NZD1.00469MTL064","MTL","metal: brass","777",1800,2000,"Not classified",NULL,-8.6,-10.42,-9.51,"metal: brass"
"NZD1.00469MTL067","MTL","metal: brass","777",1500,1600,"Food Processing & Consumption","Food consumption: cutlery and tools",-8.6,-10.42,-9.51,"metal: brass"
"NZD1.00469MTL068","MTL","metal: brass","777",1500,1600,"Food Processing & Consumption","Food consumption: cutlery and tools",-8.6,-10.42,-9.51,"metal: brass"
"NZD1.00469MTL071","MTL","metal: brass","777",1575,1650,"Communication & Exchange","Communication: printed matter, book",-8.6,-10.42,-9.51,"metal: brass"
"NZD1.00469MTL072","MTL","metal: brass","777",1575,1650,"Communication & Exchange","Communication: printed matter, book",-8.6,-10.42,-9.51,"metal: brass"
"NZD1.00469MTL074","MTL","metal: brass","777",1500,1850,"Communication & Exchange","Communication: printed matter, book",-8.6,-10.42,-9.51,"metal: brass"
"NZD1.00469MTL075","MTL","metal: brass","777",1700,1800,"Personal Artefacts & Clothing","Garment fastener",-8.6,-10.42,-9.51,"metal: brass"
"NZD1.00469MTL076","MTL","metal: brass","777",1600,1650,"Personal Artefacts & Clothing","Garment fastener",-8.6,-10.42,-9.51,"metal: brass"
"NZD1.00469MTL077","MTL","metal: brass","777",1600,1900,"Interiors & Accessories","Furniture",-8.6,-10.42,-9.51,"metal: brass"
"NZD1.00469MTL078","MTL","metal: brass","777",1700,1800,"Personal Artefacts & Clothing","Garment fastener",-8.6,-10.42,-9.51,"metal: brass"
"NZD1.00469MTL080","MTL","metal: brass","777",1800,1900,"Personal Artefacts & Clothing","Garment fastener",-8.6,-10.42,-9.51,"metal: brass"
"NZD1.00469MTL088","MTL","metal: brass","777",1575,1650,"Personal Artefacts & Clothing","Garment fastener",-8.6,-10.42,-9.51,"metal: brass"
"NZD1.00469MTL090","MTL","metal: brass","777",1550,1800,"Science & Technology","Measuring: weight",-8.6,-10.42,-9.51,"metal: brass"
"NZD1.00469MTL122","MTL","metal: brass","777",1500,1558,"Communication & Exchange","Exchange, profane: jeton",-8.6,-10.42,-9.51,"metal: brass"
"NZD1.00470MTL004","MTL","metal: brass","777",1550,1650,"Personal Artefacts & Clothing","Belt clasps and mounts",-10.43,-11.5,-10.965,"metal: brass"
"NZD1.00470MTL006","MTL","metal: brass","777",1400,1700,"Craft & Industry","Tools, general: sewing",-10.43,-11.5,-10.965,"metal: brass"
"NZD1.00470MTL007","MTL","metal: brass","777",1400,1700,"Personal Artefacts & Clothing","Garment fastener",-10.43,-11.5,-10.965,"metal: brass"
"NZD1.00470MTL009","MTL","metal: brass","777",1575,1650,"Personal Artefacts & Clothing","Garment fastener",-10.43,-11.5,-10.965,"metal: brass"
"NZD1.00470MTL022","MTL","metal: brass","777",1400,1700,"Craft & Industry","Tools, general: sewing",-10.43,-11.5,-10.965,"metal: brass"
"NZD1.00474MTL005","MTL","metal: brass","39",1400,1600,"Personal Artefacts & Clothing","Belt clasps and mounts",-7.8,-9.91,-8.855,"metal: brass"
"NZD1.00474MTL006","MTL","metal: brass","39",1500,1650,"Food Processing & Consumption","Consumption: drinking",-7.8,-9.91,-8.855,"metal: brass"
"NZD1.00474MTL007","MTL","metal: brass","39",1400,1700,"Craft & Industry","Tools, general: sewing",-7.8,-9.91,-8.855,"metal: brass"
"NZD1.00478MTL013","MTL","metal: brass","888",1500,1900,"Not classified",NULL,-9.15,-10.42,-9.785,"metal: brass"
"NZD1.00480MTL001","MTL","metal: brass","P82",1575,1650,"Personal Artefacts & Clothing","Belt clasps and mounts",-10.18,-10.68,-10.43,"metal: brass"
"NZD1.00485MTL005","MTL","metal: brass","888",1896,1925,"Food Processing & Consumption","Food consumption: cutlery and tools",-8.4,-10.42,-9.41,"metal: brass"
"NZD1.00489MTL006","MTL","metal: brass","888",1400,1900,"Not classified",NULL,-9.15,-10.42,-9.785,"metal: brass"
"NZD1.00494MTL001","MTL","metal: brass","888",1750,1850,"Personal Artefacts & Clothing","Personal accessories",-10.43,-11.4,-10.915,"metal: brass"
"NZD1.00501MTL012","MTL","metal: brass","888",1450,1550,"Food Processing & Consumption","Food consumption: cutlery and tools",-10.43,-11.4,-10.915,"metal: brass"
"NZD1.00501MTL042","MTL","metal: brass","888",1500,1558,"Communication & Exchange","Exchange, profane: jeton",-10.43,-11.4,-10.915,"metal: brass"
"NZD1.00501MTL043","MTL","metal: brass","888",1900,1950,"Communication & Exchange","Communication: typographical work, name plate (brass)",-10.43,-11.4,-10.915,"metal: brass"
"NZD1.00503MTL005","MTL","metal: brass","777",1400,1650,"Personal Artefacts & Clothing","Garment fastener",-10.43,-11.4,-10.915,"metal: brass"
"NZD1.00503MTL006","MTL","metal: brass","777",1400,1700,"Craft & Industry","Tools, general: sewing",-10.43,-11.4,-10.915,"metal: brass"
"NZD1.00504MTL013","MTL","metal: brass","777",1500,1900,"Not classified",NULL,-10.43,-11.4,-10.915,"metal: brass"
"NZD1.00504MTL014","MTL","metal: brass","777",1400,1700,"Personal Artefacts & Clothing","Garment fastener",-10.43,-11.4,-10.915,"metal: brass"
"NZD1.00504MTL015","MTL","metal: brass","777",1250,1500,"Personal Artefacts & Clothing","Belt clasps and mounts",-10.43,-11.4,-10.915,"metal: brass"
"NZD1.00504MTL016","MTL","metal: brass","777",1400,1700,"Craft & Industry","Tools, general: sewing",-10.43,-11.4,-10.915,"metal: brass"
"NZD1.00504MTL017","MTL","metal: brass","777",1800,1950,"Interiors & Accessories","Latches: key",-10.43,-11.4,-10.915,"metal: brass"
"NZD1.00504MTL018","MTL","metal: brass","777",1450,1500,"Personal Artefacts & Clothing","Body adornment",-10.43,-11.4,-10.915,"metal: brass"
"NZD1.00504MTL020","MTL","metal: brass","777",1300,1500,"Personal Artefacts & Clothing","Personal care: ear care",-10.43,-11.4,-10.915,"metal: brass"
"NZD1.00504MTL022","MTL","metal: brass","777",1400,1600,"Food Processing & Consumption","Food consumption: plate, dish, bowl",-10.43,-11.4,-10.915,"metal: brass"
"NZD1.00504MTL023","MTL","metal: brass","777",1500,1900,"Not classified",NULL,-10.43,-11.4,-10.915,"metal: brass"
"NZD1.00504MTL024","MTL","metal: brass","777",1575,1650,"Personal Artefacts & Clothing","Garment fastener",-10.43,-11.4,-10.915,"metal: brass"
"NZD1.00504MTL046","MTL","metal: brass","777",1400,1700,"Personal Artefacts & Clothing","Garment fastener",-10.43,-11.4,-10.915,"metal: brass"
"NZD1.00504MTL050","MTL","metal: brass","777",1400,1900,"Not classified",NULL,-10.43,-11.4,-10.915,"metal: brass"
"NZD1.00504MTL051","MTL","metal: brass","777",1400,1900,"Not classified",NULL,-10.43,-11.4,-10.915,"metal: brass"
"NZD1.00504MTL052","MTL","metal: brass","777",1800,2005,"Buildings & Structures","Fastenings for metal",-10.43,-11.4,-10.915,"metal: brass"
"NZD1.00505MTL008","MTL","metal: brass","777",1350,1450,"Personal Artefacts & Clothing","Belt clasps and mounts",-10.43,-11.4,-10.915,"metal: brass"
"NZD1.00505MTL009","MTL","metal: brass","777",1850,1950,"Interiors & Accessories","Interior furnishing: maintenance and bric-a-brac",-10.43,-11.4,-10.915,"metal: brass"
"NZD1.00505MTL010","MTL","metal: brass","777",1800,2005,"Buildings & Structures","Fastenings for metal",-10.43,-11.4,-10.915,"metal: brass"
"NZD1.00505MTL011","MTL","metal: brass","777",1575,1650,"Personal Artefacts & Clothing","Garment fastener",-10.43,-11.4,-10.915,"metal: brass"
"NZD1.00505MTL013","MTL","metal: brass","777",1400,1700,"Personal Artefacts & Clothing","Garment fastener",-10.43,-11.4,-10.915,"metal: brass"
"NZD1.00505MTL014","MTL","metal: brass","777",1600,1700,"Games & Recreation","Toys: miniature interior equipment & accessories",-10.43,-11.4,-10.915,"metal: brass"
"NZD1.00505MTL015","MTL","metal: brass","777",1400,1700,"Craft & Industry","Tools, general: sewing",-10.43,-11.4,-10.915,"metal: brass"
"NZD1.00505MTL018","MTL","metal: brass","777",1200,1500,"Craft & Industry","Tools, food production: fishing and hunting",-10.43,-11.4,-10.915,"metal: brass"
"NZD1.00505MTL019","MTL","metal: brass","777",1500,1650,"Food Processing & Consumption","Food consumption: cutlery and tools",-10.43,-11.4,-10.915,"metal: brass"
"NZD1.00505MTL030","MTL","metal: brass","777",1300,1500,"Personal Artefacts & Clothing","Belt clasps and mounts",-10.43,-11.4,-10.915,"metal: brass"
"NZD1.00505MTL031","MTL","metal: brass","777",1300,1500,"Personal Artefacts & Clothing","Belt clasps and mounts",-10.43,-11.4,-10.915,"metal: brass"
"NZD1.00505MTL032","MTL","metal: brass","777",1400,1700,"Personal Artefacts & Clothing","Garment fastener",-10.43,-11.4,-10.915,"metal: brass"
"NZD1.00505MTL037","MTL","metal: brass","777",1400,1600,"Personal Artefacts & Clothing","Personal care: toilet set",-10.43,-11.4,-10.915,"metal: brass"
"NZD1.00505MTL038","MTL","metal: brass","777",1500,1800,"Science & Technology","Measuring: weight",-10.43,-11.4,-10.915,"metal: brass"
"NZD1.00505MTL040","MTL","metal: brass","777",1500,1650,"Personal Artefacts & Clothing","Belt clasps and mounts",-10.43,-11.4,-10.915,"metal: brass"
"NZD1.00505MTL041","MTL","metal: brass","777",1400,1600,"Personal Artefacts & Clothing","Belt clasps and mounts",-10.43,-11.4,-10.915,"metal: brass"
"NZD1.00505MTL052","MTL","metal: brass","777",1400,1900,"Not classified",NULL,-10.43,-11.4,-10.915,"metal: brass"
"NZD1.00505MTL053","MTL","metal: brass","777",1200,1500,"Personal Artefacts & Clothing","Belt clasps and mounts",-10.43,-11.4,-10.915,"metal: brass"
"NZD1.00505MTL054","MTL","metal: brass","777",1575,1650,"Personal Artefacts & Clothing","Garment fastener",-10.43,-11.4,-10.915,"metal: brass"
"NZD1.00505MTL056","MTL","metal: brass","777",1400,1900,"Not classified",NULL,-10.43,-11.4,-10.915,"metal: brass"
"NZD1.00505MTL071","MTL","metal: brass","777",1900,1950,"Personal Artefacts & Clothing","Garment fastener",-10.43,-11.4,-10.915,"metal: brass"
"NZD1.00506MTL012","MTL","metal: brass","777",1400,1700,"Personal Artefacts & Clothing","Garment fastener",-10.8,-11.8,-11.3,"metal: brass"
"NZD1.00506MTL013","MTL","metal: brass","777",1200,1500,"Craft & Industry","Tools, food production: fishing and hunting",-10.8,-11.8,-11.3,"metal: brass"
"NZD1.00506MTL014","MTL","metal: brass","777",1400,1700,"Craft & Industry","Tools, general: sewing",-10.8,-11.8,-11.3,"metal: brass"
"NZD1.00506MTL015","MTL","metal: brass","777",1750,1850,"Personal Artefacts & Clothing","Garment fastener",-10.8,-11.8,-11.3,"metal: brass"
"NZD1.00506MTL016","MTL","metal: brass","777",1875,2005,"Interiors & Accessories","Latches: key",-10.8,-11.8,-11.3,"metal: brass"
"NZD1.00506MTL017","MTL","metal: brass","777",1575,1650,"Personal Artefacts & Clothing","Garment fastener",-10.8,-11.8,-11.3,"metal: brass"
"NZD1.00506MTL018","MTL","metal: brass","777",1600,1650,"Personal Artefacts & Clothing","Garment fastener",-10.8,-11.8,-11.3,"metal: brass"
"NZD1.00506MTL019","MTL","metal: brass","777",1400,1900,"Not classified",NULL,-10.8,-11.8,-11.3,"metal: brass"
"NZD1.00506MTL027","MTL","metal: brass","777",1950,2000,"Science & Technology","Adjusting screw",-10.8,-11.8,-11.3,"metal: brass"
