"find_number","material_category","material","feature_number","start_date","end_date","level_1_of_the_functional_classification","level_2_of_the_functional_classification","minimum_level_height","maximum_level_height","avg_level_height","material_simplified"
"NZD1.00445MTL018","MTL","metal: brass","777",1475,1650,"Craft & Industry","Tools, general: sewing",-7.21,-9.07,-8.14,"metal: brass"
"NZD1.00445MTL019","MTL","metal: brass","777",1700,1800,"Personal Artefacts & Clothing","Garment fastener",-7.21,-9.07,-8.14,"metal: brass"
"NZD1.00445MTL024","MTL","metal: brass","777",1700,1900,"Personal Artefacts & Clothing","Garment fastener",-7.21,-9.07,-8.14,"metal: brass"
"NZD1.00446MTL008","MTL","metal: brass","777",1575,1650,"Personal Artefacts & Clothing","Garment fastener",-7.21,-9.07,-8.14,"metal: brass"
"NZD1.00446MTL009","MTL","metal: brass","777",1400,1700,"Personal Artefacts & Clothing","Garment fastener",-7.21,-9.07,-8.14,"metal: brass"
"NZD1.00446MTL010","MTL","metal: brass","777",1938,1950,"Personal Artefacts & Clothing","Garment fastener",-7.21,-9.07,-8.14,"metal: brass"
"NZD1.00446MTL011","MTL","metal: brass","777",1575,1650,"Personal Artefacts & Clothing","Body adornment",-7.21,-9.07,-8.14,"metal: brass"
"NZD1.00446MTL012","MTL","metal: brass","777",1400,1700,"Craft & Industry","Tools, general: sewing",-7.21,-9.07,-8.14,"metal: brass"
"NZD1.00446MTL016","MTL","metal: brass","777",1600,1650,"Personal Artefacts & Clothing","Garment fastener",-7.21,-9.07,-8.14,"metal: brass"
"NZD1.00446MTL018","MTL","metal: brass","777",1575,1650,"Personal Artefacts & Clothing","Garment fastener",-7.21,-9.07,-8.14,"metal: brass"
"NZD1.00446MTL019","MTL","metal: brass","777",1575,1650,"Personal Artefacts & Clothing","Garment fastener",-7.21,-9.07,-8.14,"metal: brass"
"NZD1.00447MTL009","MTL","metal: brass","777",1475,1650,"Craft & Industry","Tools, general: sewing",-7.21,-9.07,-8.14,"metal: brass"
"NZD1.00447MTL010","MTL","metal: brass","777",1950,2000,"Personal Artefacts & Clothing","Garment fastener",-7.21,-9.07,-8.14,"metal: brass"
"NZD1.00447MTL012","MTL","metal: brass","777",1500,1900,"Not classified",NULL,-7.21,-9.07,-8.14,"metal: brass"
"NZD1.00447MTL013","MTL","metal: brass","777",1200,1500,"Not classified",NULL,-7.21,-9.07,-8.14,"metal: brass"
"NZD1.00447MTL019","MTL","metal: brass","777",1300,1500,"Personal Artefacts & Clothing","Belt clasps and mounts",-7.21,-9.07,-8.14,"metal: brass"
"NZD1.00447MTL020","MTL","metal: brass","777",1550,1650,"Personal Artefacts & Clothing","Belt clasps and mounts",-7.21,-9.07,-8.14,"metal: brass"
"NZD1.00447MTL024","MTL","metal: brass","777",1300,1700,"Not classified",NULL,-7.21,-9.07,-8.14,"metal: brass"
"NZD1.00447MTL028","MTL","metal: brass","777",1500,1550,"Games & Recreation","Toys: miniature food processing & food service",-7.21,-9.07,-8.14,"metal: brass"
"NZD1.00448MTL007","MTL","metal: brass","777",1400,1700,"Personal Artefacts & Clothing","Garment fastener",-7.8,-9.91,-8.855,"metal: brass"
"NZD1.00448MTL008","MTL","metal: brass","777",1400,1900,"Not classified",NULL,-7.8,-9.91,-8.855,"metal: brass"
"NZD1.00448MTL010","MTL","metal: brass","777",1500,1900,"Not classified",NULL,-7.8,-9.91,-8.855,"metal: brass"
"NZD1.00448MTL011","MTL","metal: brass","777",1400,1600,"Not classified",NULL,-7.8,-9.91,-8.855,"metal: brass"
"NZD1.00448MTL015","MTL","metal: brass","777",1500,1700,"Games & Recreation","Music: idiophone",-7.8,-9.91,-8.855,"metal: brass"
"NZD1.00448MTL031","MTL","metal: brass","777",1500,1900,"Not classified",NULL,-7.8,-9.91,-8.855,"metal: brass"
"NZD1.00448MTL039","MTL","metal: brass","777",1515,1559,"Communication & Exchange","Exchange, profane: jeton",-7.8,-9.91,-8.855,"metal: brass"
"NZD1.00449MTL011","MTL","metal: brass","777",1400,1700,"Craft & Industry","Tools, general: sewing",-7.21,-9.91,-8.56,"metal: brass"
"NZD1.00449MTL012","MTL","metal: brass","777",1400,1700,"Personal Artefacts & Clothing","Garment fastener",-7.21,-9.91,-8.56,"metal: brass"
"NZD1.00449MTL019","MTL","metal: brass","777",1900,1950,"Personal Artefacts & Clothing","Purse, bag and suitcase",-7.21,-9.91,-8.56,"metal: brass"
"NZD1.00450MTL005","MTL","metal: brass","777",1700,1820,"Science & Technology","Measuring: angles",-7.21,-9.91,-8.56,"metal: brass"
"NZD1.00450MTL017","MTL","metal: brass","777",1900,1950,"Personal Artefacts & Clothing","Purse, bag and suitcase",-7.21,-9.91,-8.56,"metal: brass"
"NZD1.00450MTL018","MTL","metal: brass","777",1575,1750,"Craft & Industry","Tools, general: sewing",-7.21,-9.91,-8.56,"metal: brass"
"NZD1.00450MTL020","MTL","metal: brass","777",1400,1700,"Personal Artefacts & Clothing","Garment fastener",-7.21,-9.91,-8.56,"metal: brass"
"NZD1.00450MTL021","MTL","metal: brass","777",1700,1800,"Interiors & Accessories","Locks: mounted lock",-7.21,-9.91,-8.56,"metal: brass"
"NZD1.00450MTL023","MTL","metal: brass","777",1500,1650,"Food Processing & Consumption","Consumption: drinking",-7.21,-9.91,-8.56,"metal: brass"
"NZD1.00450MTL028","MTL","metal: brass","777",1575,1750,"Craft & Industry","Tools, general: sewing",-7.21,-9.91,-8.56,"metal: brass"
"NZD1.00450MTL029","MTL","metal: brass","777",1500,1650,"Food Processing & Consumption","Consumption: drinking",-7.21,-9.91,-8.56,"metal: brass"
"NZD1.00450MTL061","MTL","metal: brass","777",1490,1550,"Communication & Exchange","Exchange, profane: jeton",-7.21,-9.91,-8.56,"metal: brass"
"NZD1.00450MTL064","MTL","metal: brass","777",1900,2000,"Interiors & Accessories","Lighting: electric",-7.21,-9.91,-8.56,"metal: brass"
"NZD1.00453MTL026","MTL","metal: brass","888",1950,2005,"Communication & Exchange","Exchange, profane: insignia, pin, keyring, emblem, seal stamp, souvenir",-7.8,-9.91,-8.855,"metal: brass"
"NZD1.00454MTL002","MTL","metal: brass","777",1200,1500,"Craft & Industry","Tools, food production: fishing and hunting",-7.65,-9.91,-8.78,"metal: brass"
"NZD1.00454MTL010","MTL","metal: brass","777",1400,1700,"Personal Artefacts & Clothing","Garment fastener",-7.65,-9.91,-8.78,"metal: brass"
"NZD1.00454MTL011","MTL","metal: brass","777",1400,1700,"Craft & Industry","Tools, general: sewing",-7.65,-9.91,-8.78,"metal: brass"
"NZD1.00454MTL031","MTL","metal: brass","777",1515,1559,"Communication & Exchange","Exchange, profane: jeton",-7.65,-9.91,-8.78,"metal: brass"
"NZD1.00455MTL005","MTL","metal: brass","777",1400,1900,"Not classified",NULL,-7.65,-9.91,-8.78,"metal: brass"
"NZD1.00455MTL006","MTL","metal: brass","777",1450,1500,"Craft & Industry","Tools, general: sewing",-7.65,-9.91,-8.78,"metal: brass"
"NZD1.00455MTL007","MTL","metal: brass","777",1400,1700,"Craft & Industry","Tools, general: sewing",-7.65,-9.91,-8.78,"metal: brass"
"NZD1.00455MTL008","MTL","metal: brass","777",1400,1700,"Personal Artefacts & Clothing","Garment fastener",-7.65,-9.91,-8.78,"metal: brass"
"NZD1.00455MTL009","MTL","metal: brass","777",1500,1600,"Personal Artefacts & Clothing","Garment fastener",-7.65,-9.91,-8.78,"metal: brass"
"NZD1.00455MTL010","MTL","metal: brass","777",1500,1900,"Not classified",NULL,-7.65,-9.91,-8.78,"metal: brass"
"NZD1.00455MTL013","MTL","metal: brass","777",1500,1600,"Not classified",NULL,-7.65,-9.91,-8.78,"metal: brass"
"NZD1.00455MTL020","MTL","metal: brass","777",1350,1450,"Personal Artefacts & Clothing","Belt clasps and mounts",-7.65,-9.91,-8.78,"metal: brass"
"NZD1.00455MTL021","MTL","metal: brass","777",1500,1700,"Not classified",NULL,-7.65,-9.91,-8.78,"metal: brass"
"NZD1.00455MTL022","MTL","metal: brass","777",1500,1900,"Not classified",NULL,-7.65,-9.91,-8.78,"metal: brass"
"NZD1.00455MTL024","MTL","metal: brass","777",1600,1800,"Arms & Armour","Ammunition: accessories and tools",-7.65,-9.91,-8.78,"metal: brass"
"NZD1.00456MTL009","MTL","metal: brass","777",1600,1900,"Not classified",NULL,-7.65,-9.91,-8.78,"metal: brass"
"NZD1.00456MTL010","MTL","metal: brass","777",1700,1750,"Personal Artefacts & Clothing","Shoe clasp",-7.65,-9.91,-8.78,"metal: brass"
"NZD1.00456MTL011","MTL","metal: brass","777",1700,1750,"Personal Artefacts & Clothing","Garment fastener",-7.65,-9.91,-8.78,"metal: brass"
"NZD1.00456MTL013","MTL","metal: brass","777",1900,2000,"Communication & Exchange","Communication: typographical work, name plate (brass)",-7.65,-9.91,-8.78,"metal: brass"
"NZD1.00457MTL003","MTL","metal: brass","777",1400,1700,"Personal Artefacts & Clothing","Garment fastener",-3.79,-8.18,-5.985,"metal: brass"
"NZD1.00457MTL004","MTL","metal: brass","777",1400,1800,"Not classified",NULL,-3.79,-8.18,-5.985,"metal: brass"
"NZD1.00458MTL008","MTL","metal: brass","777",1250,1500,"Personal Artefacts & Clothing","Belt clasps and mounts",-7.65,-9.91,-8.78,"metal: brass"
"NZD1.00458MTL009","MTL","metal: brass","777",1600,1650,"Personal Artefacts & Clothing","Garment fastener",-7.65,-9.91,-8.78,"metal: brass"
"NZD1.00458MTL010","MTL","metal: brass","777",1400,1700,"Personal Artefacts & Clothing","Garment fastener",-7.65,-9.91,-8.78,"metal: brass"
"NZD1.00458MTL011","MTL","metal: brass","777",1300,1500,"Personal Artefacts & Clothing","Personal care: ear care",-7.65,-9.91,-8.78,"metal: brass"
"NZD1.00458MTL012","MTL","metal: brass","777",1575,1650,"Interiors & Accessories","Fittings for interior furnishing",-7.65,-9.91,-8.78,"metal: brass"
"NZD1.00458MTL013","MTL","metal: brass","777",1900,2000,"Science & Technology","Measuring: time",-7.65,-9.91,-8.78,"metal: brass"
"NZD1.00458MTL016","MTL","metal: brass","777",1500,1700,"Not classified",NULL,-7.65,-9.91,-8.78,"metal: brass"
"NZD1.00458MTL027","MTL","metal: brass","777",1300,1500,"Personal Artefacts & Clothing","Belt clasps and mounts",-7.65,-9.91,-8.78,"metal: brass"
"NZD1.00458MTL028","MTL","metal: brass","777",1800,2000,"Not classified",NULL,-7.65,-9.91,-8.78,"metal: brass"
"NZD1.00458MTL029","MTL","metal: brass","777",1575,1650,"Interiors & Accessories","Fittings for interior furnishing",-7.65,-9.91,-8.78,"metal: brass"
"NZD1.00458MTL030","MTL","metal: brass","777",1500,1600,"Personal Artefacts & Clothing","Garment fastener",-7.65,-9.91,-8.78,"metal: brass"
"NZD1.00458MTL046-01","MTL","metal: brass","777",1975,2000,"Food Processing & Consumption","Consumption of tobacco and stimulants",-7.65,-9.91,-8.78,"metal: brass"
"NZD1.00458MTL047","MTL","metal: brass","777",1900,2000,"Not classified",NULL,-7.65,-9.91,-8.78,"metal: brass"
"NZD1.00458MTL049","MTL","metal: brass","777",1900,2000,"Not classified",NULL,-7.65,-9.91,-8.78,"metal: brass"
"NZD1.00459MTL007","MTL","metal: brass","777",1850,1950,"Communication & Exchange","Communication: writing, graphite",-7.65,-9.91,-8.78,"metal: brass"
"NZD1.00459MTL008","MTL","metal: brass","777",1250,1500,"Personal Artefacts & Clothing","Belt clasps and mounts",-7.65,-9.91,-8.78,"metal: brass"
"NZD1.00459MTL009","MTL","metal: brass","777",1400,1500,"Interiors & Accessories","Lighting: wax or fat",-7.65,-9.91,-8.78,"metal: brass"
"NZD1.00459MTL010","MTL","metal: brass","777",1475,1650,"Craft & Industry","Tools, general: sewing",-7.65,-9.91,-8.78,"metal: brass"
"NZD1.00459MTL011","MTL","metal: brass","777",1900,1950,"Personal Artefacts & Clothing","Garment fastener",-7.65,-9.91,-8.78,"metal: brass"
"NZD1.00459MTL015","MTL","metal: brass","777",1400,1700,"Craft & Industry","Tools, general: sewing",-7.65,-9.91,-8.78,"metal: brass"
"NZD1.00459MTL023","MTL","metal: brass","777",1475,1650,"Craft & Industry","Tools, general: sewing",-7.65,-9.91,-8.78,"metal: brass"
"NZD1.00459MTL025","MTL","metal: brass","777",1600,1700,"Interiors & Accessories","Lighting: plant- or animal oil",-7.65,-9.91,-8.78,"metal: brass"
"NZD1.00459MTL026","MTL","metal: brass","777",1700,1900,"Not classified",NULL,-7.65,-9.91,-8.78,"metal: brass"
"NZD1.00459MTL039","MTL","metal: brass","777",1500,1900,"Not classified",NULL,-7.65,-9.91,-8.78,"metal: brass"
"NZD1.00459MTL043","MTL","metal: brass","777",1875,1950,"Communication & Exchange","Communication: typographical work, name plate (brass)",-7.65,-9.91,-8.78,"metal: brass"
"NZD1.00460MTL006","MTL","metal: brass","777",1575,1700,"Personal Artefacts & Clothing","Belt clasps and mounts",-7.65,-9.91,-8.78,"metal: brass"
"NZD1.00460MTL007","MTL","metal: brass","777",1575,1650,"Personal Artefacts & Clothing","Body adornment",-7.65,-9.91,-8.78,"metal: brass"
"NZD1.00460MTL008","MTL","metal: brass","777",1500,1900,"Not classified",NULL,-7.65,-9.91,-8.78,"metal: brass"
"NZD1.00460MTL009","MTL","metal: brass","777",1500,1700,"Not classified",NULL,-7.65,-9.91,-8.78,"metal: brass"
"NZD1.00461MTL011","MTL","metal: brass","777",1575,1700,"Personal Artefacts & Clothing","Belt clasps and mounts",-7.65,-9.91,-8.78,"metal: brass"
"NZD1.00461MTL013","MTL","metal: brass","777",1400,1650,"Personal Artefacts & Clothing","Garment fastener",-7.65,-9.91,-8.78,"metal: brass"
"NZD1.00461MTL014","MTL","metal: brass","777",1400,1700,"Craft & Industry","Tools, general: sewing",-7.65,-9.91,-8.78,"metal: brass"
"NZD1.00461MTL015","MTL","metal: brass","777",1400,1700,"Personal Artefacts & Clothing","Garment fastener",-7.65,-9.91,-8.78,"metal: brass"
"NZD1.00461MTL016","MTL","metal: brass","777",1575,1650,"Personal Artefacts & Clothing","Garment fastener",-7.65,-9.91,-8.78,"metal: brass"
"NZD1.00461MTL017","MTL","metal: brass","777",1877,1877,"Communication & Exchange","Exchange, financial: taxes. Token and seal",-7.65,-9.91,-8.78,"metal: brass"
"NZD1.00461MTL018","MTL","metal: brass","777",1450,1550,"Personal Artefacts & Clothing","Purse, bag and suitcase",-7.65,-9.91,-8.78,"metal: brass"
"NZD1.00461MTL021","MTL","metal: brass","777",1375,1450,"Food Processing & Consumption","Food consumption: cutlery and tools",-7.65,-9.91,-8.78,"metal: brass"
"NZD1.00461MTL024","MTL","metal: brass","777",1475,1525,"Food Processing & Consumption","Food consumption: cutlery and tools",-7.65,-9.91,-8.78,"metal: brass"
"NZD1.00461MTL025","MTL","metal: brass","777",1400,1900,"Personal Artefacts & Clothing","Belt clasps and mounts",-7.65,-9.91,-8.78,"metal: brass"
"NZD1.00462MTL002","MTL","metal: brass","777",1400,1700,"Craft & Industry","Tools, general: sewing",-7.65,-9.91,-8.78,"metal: brass"
"NZD1.00462MTL003","MTL","metal: brass","777",1400,1700,"Personal Artefacts & Clothing","Garment fastener",-7.65,-9.91,-8.78,"metal: brass"
"NZD1.00462MTL005","MTL","metal: brass","777",1875,1925,"Personal Artefacts & Clothing","Garment fastener",-7.65,-9.91,-8.78,"metal: brass"
"NZD1.00462MTL009","MTL","metal: brass","777",1575,1650,"Personal Artefacts & Clothing","Garment fastener",-7.65,-9.91,-8.78,"metal: brass"
"NZD1.00462MTL011","MTL","metal: brass","777",1400,1900,"Not classified",NULL,-7.65,-9.91,-8.78,"metal: brass"
"NZD1.00462MTL015","MTL","metal: brass","777",1400,1600,"Personal Artefacts & Clothing","Belt clasps and mounts",-7.65,-9.91,-8.78,"metal: brass"
"NZD1.00462MTL016","MTL","metal: brass","777",1200,1500,"Craft & Industry","Tools, food production: fishing and hunting",-7.65,-9.91,-8.78,"metal: brass"
"NZD1.00462MTL018","MTL","metal: brass","777",1600,1650,"Personal Artefacts & Clothing","Garment fastener",-7.65,-9.91,-8.78,"metal: brass"
"NZD1.00462MTL027","MTL","metal: brass","777",1500,1600,"Not classified",NULL,-7.65,-9.91,-8.78,"metal: brass"
"NZD1.00462MTL029","MTL","metal: brass","777",1500,1700,"Not classified",NULL,-7.65,-9.91,-8.78,"metal: brass"
"NZD1.00462MTL037","MTL","metal: brass","777",1525,1625,"Games & Recreation","Toys: miniature arms & armour",-7.65,-9.91,-8.78,"metal: brass"
"NZD1.00462MTL041","MTL","metal: brass","777",1600,1800,"Personal Artefacts & Clothing","Belt clasps and mounts",-7.65,-9.91,-8.78,"metal: brass"
"NZD1.00462MTL042","MTL","metal: brass","777",1575,1700,"Personal Artefacts & Clothing","Belt clasps and mounts",-7.65,-9.91,-8.78,"metal: brass"
"NZD1.00462MTL043","MTL","metal: brass","777",1575,1700,"Personal Artefacts & Clothing","Belt clasps and mounts",-7.65,-9.91,-8.78,"metal: brass"
"NZD1.00462MTL044","MTL","metal: brass","777",1450,1550,"Personal Artefacts & Clothing","Belt clasps and mounts",-7.65,-9.91,-8.78,"metal: brass"
"NZD1.00462MTL046","MTL","metal: brass","777",1500,1900,"Personal Artefacts & Clothing","Belt clasps and mounts",-7.65,-9.91,-8.78,"metal: brass"
"NZD1.00462MTL054","MTL","metal: brass","777",1300,1500,"Personal Artefacts & Clothing","Belt clasps and mounts",-7.65,-9.91,-8.78,"metal: brass"
"NZD1.00462MTL055","MTL","metal: brass","777",1550,1650,"Personal Artefacts & Clothing","Body adornment",-7.65,-9.91,-8.78,"metal: brass"
"NZD1.00462MTL056","MTL","metal: brass","777",1950,2000,"Craft & Industry","Tools, general: clasping and securing",-7.65,-9.91,-8.78,"metal: brass"
"NZD1.00462MTL057","MTL","metal: brass","777",1500,1800,"Interiors & Accessories","Fittings for interior furnishing",-7.65,-9.91,-8.78,"metal: brass"
"NZD1.00462MTL058","MTL","metal: brass","777",1350,1450,"Personal Artefacts & Clothing","Belt clasps and mounts",-7.65,-9.91,-8.78,"metal: brass"
"NZD1.00462MTL059","MTL","metal: brass","777",1500,1900,"Not classified",NULL,-7.65,-9.91,-8.78,"metal: brass"
"NZD1.00462MTL061","MTL","metal: brass","777",1500,1600,"Food Processing & Consumption","Food consumption: cutlery and tools",-7.65,-9.91,-8.78,"metal: brass"
"NZD1.00462MTL063","MTL","metal: brass","777",1400,1700,"Craft & Industry","Tools, general: sewing",-7.65,-9.91,-8.78,"metal: brass"
"NZD1.00462MTL064","MTL","metal: brass","777",1400,1650,"Personal Artefacts & Clothing","Belt clasps and mounts",-7.65,-9.91,-8.78,"metal: brass"
"NZD1.00462MTL065","MTL","metal: brass","777",1500,1900,"Not classified",NULL,-7.65,-9.91,-8.78,"metal: brass"
"NZD1.00462MTL066","MTL","metal: brass","777",1500,1800,"Not classified",NULL,-7.65,-9.91,-8.78,"metal: brass"
"NZD1.00462MTL069","MTL","metal: brass","777",1900,1950,"Personal Artefacts & Clothing","Garment fastener",-7.65,-9.91,-8.78,"metal: brass"
"NZD1.00462MTL071","MTL","metal: brass","777",1500,1900,"Not classified",NULL,-7.65,-9.91,-8.78,"metal: brass"
"NZD1.00462MTL072","MTL","metal: brass","777",1700,1900,"Not classified",NULL,-7.65,-9.91,-8.78,"metal: brass"
"NZD1.00462MTL073","MTL","metal: brass","777",1850,1950,"Personal Artefacts & Clothing","Purse, bag and suitcase",-7.65,-9.91,-8.78,"metal: brass"
"NZD1.00462MTL074","MTL","metal: brass","777",1700,1800,"Not classified",NULL,-7.65,-9.91,-8.78,"metal: brass"
"NZD1.00462MTL075","MTL","metal: brass","777",1400,1600,"Craft & Industry","Tools, general: clasping and securing",-7.65,-9.91,-8.78,"metal: brass"
"NZD1.00462MTL077","MTL","metal: brass","777",1200,1500,"Not classified",NULL,-7.65,-9.91,-8.78,"metal: brass"
"NZD1.00462MTL078","MTL","metal: brass","777",1800,2000,"Not classified",NULL,-7.65,-9.91,-8.78,"metal: brass"
"NZD1.00462MTL080","MTL","metal: brass","777",1500,1650,"Food Processing & Consumption","Food consumption: cutlery and tools",-7.65,-9.91,-8.78,"metal: brass"
"NZD1.00462MTL081","MTL","metal: brass","777",1400,1700,"Personal Artefacts & Clothing","Garment fastener",-7.65,-9.91,-8.78,"metal: brass"
"NZD1.00462MTL098","MTL","metal: brass","777",1475,1525,"Food Processing & Consumption","Food consumption: cutlery and tools",-7.65,-9.91,-8.78,"metal: brass"
"NZD1.00462MTL099","MTL","metal: brass","777",1475,1550,"Food Processing & Consumption","Food consumption: cutlery and tools",-7.65,-9.91,-8.78,"metal: brass"
"NZD1.00462MTL107","MTL","metal: brass","777",1800,1900,"Personal Artefacts & Clothing","Garment fastener",-7.65,-9.91,-8.78,"metal: brass"
"NZD1.00462MTL108","MTL","metal: brass","777",1550,1650,"Personal Artefacts & Clothing","Garment fastener",-7.65,-9.91,-8.78,"metal: brass"
"NZD1.00462MTL109","MTL","metal: brass","777",1600,1650,"Personal Artefacts & Clothing","Garment fastener",-7.65,-9.91,-8.78,"metal: brass"
"NZD1.00462MTL111","MTL","metal: brass","777",1600,1650,"Personal Artefacts & Clothing","Garment fastener",-7.65,-9.91,-8.78,"metal: brass"
"NZD1.00462MTL113","MTL","metal: brass","777",1500,1600,"Not classified",NULL,-7.65,-9.91,-8.78,"metal: brass"
"NZD1.00462MTL115","MTL","metal: brass","777",1600,1650,"Personal Artefacts & Clothing","Garment fastener",-7.65,-9.91,-8.78,"metal: brass"
"NZD1.00462MTL144","MTL","metal: brass","777",1600,1650,"Personal Artefacts & Clothing","Garment fastener",-7.65,-9.91,-8.78,"metal: brass"
"NZD1.00462MTL147","MTL","metal: brass","777",1575,1650,"Personal Artefacts & Clothing","Garment fastener",-7.65,-9.91,-8.78,"metal: brass"
"NZD1.00462MTL148","MTL","metal: brass","777",1200,1500,"Not classified",NULL,-7.65,-9.91,-8.78,"metal: brass"
"NZD1.00462MTL149","MTL","metal: brass","777",1575,1650,"Personal Artefacts & Clothing","Garment fastener",-7.65,-9.91,-8.78,"metal: brass"
"NZD1.00462MTL150","MTL","metal: brass","777",1400,1900,"Buildings & Structures","Fastenings for metal",-7.65,-9.91,-8.78,"metal: brass"
"NZD1.00462MTL152","MTL","metal: brass","777",1500,2005,"Personal Artefacts & Clothing","Belt clasps and mounts",-7.65,-9.91,-8.78,"metal: brass"
"NZD1.00462MTL153","MTL","metal: brass","777",1200,1500,"Not classified",NULL,-7.65,-9.91,-8.78,"metal: brass"
"NZD1.00462MTL155","MTL","metal: brass","777",1400,1900,"Craft & Industry","Materials of metal working",-7.65,-9.91,-8.78,"metal: brass"
"NZD1.00462MTL179","MTL","metal: brass","777",1999,1999,"Communication & Exchange","Exchange, financial: monetary. Coin, worldwide 1815-2005",-7.65,-9.91,-8.78,"metal: brass"
"NZD1.00462MTL211","MTL","metal: brass","777",1600,1900,"Interiors & Accessories","Furniture",-7.65,-9.91,-8.78,"metal: brass"
"NZD1.00462MTL220","MTL","metal: brass","777",1575,1650,"Personal Artefacts & Clothing","Garment fastener",-7.65,-9.91,-8.78,"metal: brass"
"NZD1.00463MTL005","MTL","metal: brass","777",1400,1700,"Personal Artefacts & Clothing","Garment fastener",-8.4,-10.42,-9.41,"metal: brass"
"NZD1.00463MTL006","MTL","metal: brass","777",1400,1700,"Craft & Industry","Tools, general: sewing",-8.4,-10.42,-9.41,"metal: brass"
"NZD1.00463MTL007","MTL","metal: brass","777",1375,1425,"Food Processing & Consumption","Food consumption: cutlery and tools",-8.4,-10.42,-9.41,"metal: brass"
"NZD1.00464MTL015","MTL","metal: brass","777",1575,1650,"Personal Artefacts & Clothing","Garment fastener",-8.4,-10.42,-9.41,"metal: brass"
"NZD1.00464MTL016","MTL","metal: brass","777",1250,1500,"Personal Artefacts & Clothing","Belt clasps and mounts",-8.4,-10.42,-9.41,"metal: brass"
"NZD1.00464MTL017","MTL","metal: brass","777",1400,1700,"Craft & Industry","Tools, general: sewing",-8.4,-10.42,-9.41,"metal: brass"
"NZD1.00464MTL018","MTL","metal: brass","777",1400,1700,"Personal Artefacts & Clothing","Garment fastener",-8.4,-10.42,-9.41,"metal: brass"
"NZD1.00464MTL020","MTL","metal: brass","777",1500,1650,"Food Processing & Consumption","Consumption: drinking",-8.4,-10.42,-9.41,"metal: brass"
"NZD1.00464MTL023","MTL","metal: brass","777",1500,1800,"Science & Technology","Measuring: weight",-8.4,-10.42,-9.41,"metal: brass"
"NZD1.00464MTL024","MTL","metal: brass","777",1400,1650,"Not classified",NULL,-8.4,-10.42,-9.41,"metal: brass"
"NZD1.00464MTL040","MTL","metal: brass","777",1675,1725,"Personal Artefacts & Clothing","Shoe clasp",-8.4,-10.42,-9.41,"metal: brass"
"NZD1.00464MTL059","MTL","metal: brass","777",1900,2000,"Not classified",NULL,-8.4,-10.42,-9.41,"metal: brass"
"NZD1.00464MTL060","MTL","metal: brass","777",1500,1900,"Craft & Industry","Materials of metal working",-8.4,-10.42,-9.41,"metal: brass"
"NZD1.00464MTL083","MTL","metal: brass","777",1575,1650,"Personal Artefacts & Clothing","Garment fastener",-8.4,-10.42,-9.41,"metal: brass"
"NZD1.00464MTL089","MTL","metal: brass","777",1586,1603,"Communication & Exchange","Exchange, profane: jeton",-8.4,-10.42,-9.41,"metal: brass"
"NZD1.00466MTL013","MTL","metal: brass","777",1400,1700,"Personal Artefacts & Clothing","Garment fastener",-8.41,-10.42,-9.415,"metal: brass"
"NZD1.00466MTL014","MTL","metal: brass","777",1400,1600,"Personal Artefacts & Clothing","Belt clasps and mounts",-8.41,-10.42,-9.415,"metal: brass"
"NZD1.00466MTL015","MTL","metal: brass","777",1400,1700,"Craft & Industry","Tools, general: sewing",-8.41,-10.42,-9.415,"metal: brass"
"NZD1.00466MTL016","MTL","metal: brass","777",1575,1650,"Personal Artefacts & Clothing","Garment fastener",-8.41,-10.42,-9.415,"metal: brass"
"NZD1.00466MTL018","MTL","metal: brass","777",1500,1600,"Personal Artefacts & Clothing","Garment fastener",-8.41,-10.42,-9.415,"metal: brass"
"NZD1.00466MTL019","MTL","metal: brass","777",1200,1500,"Craft & Industry","Tools, food production: fishing and hunting",-8.41,-10.42,-9.415,"metal: brass"
"NZD1.00466MTL022","MTL","metal: brass","777",1300,1500,"Personal Artefacts & Clothing","Personal care: ear care",-8.41,-10.42,-9.415,"metal: brass"
"NZD1.00466MTL023","MTL","metal: brass","777",1600,1630,"Personal Artefacts & Clothing","Personal care: hair care 1300-2005",-8.41,-10.42,-9.415,"metal: brass"
"NZD1.00466MTL043","MTL","metal: brass","777",1250,1500,"Personal Artefacts & Clothing","Belt clasps and mounts",-8.41,-10.42,-9.415,"metal: brass"
"NZD1.00466MTL044","MTL","metal: brass","777",1400,1600,"Personal Artefacts & Clothing","Belt clasps and mounts",-8.41,-10.42,-9.415,"metal: brass"
"NZD1.00466MTL052","MTL","metal: brass","777",1950,2005,"Craft & Industry","Tools, general: clasping and securing",-8.41,-10.42,-9.415,"metal: brass"
"NZD1.00466MTL053","MTL","metal: brass","777",1400,1600,"Science & Technology","Measuring: weight",-8.41,-10.42,-9.415,"metal: brass"
"NZD1.00466MTL054","MTL","metal: brass","777",1575,1650,"Interiors & Accessories","Fittings for interior furnishing",-8.41,-10.42,-9.415,"metal: brass"
"NZD1.00466MTL057","MTL","metal: brass","777",1600,1650,"Personal Artefacts & Clothing","Garment fastener",-8.41,-10.42,-9.415,"metal: brass"
"NZD1.00466MTL071","MTL","metal: brass","777",1500,1600,"Personal Artefacts & Clothing","Belt clasps and mounts",-8.41,-10.42,-9.415,"metal: brass"
"NZD1.00466MTL118","MTL","metal: brass","777",1575,1650,"Personal Artefacts & Clothing","Garment fastener",-8.41,-10.42,-9.415,"metal: brass"
